customerId,recommendedProducts
8437,2|1|17|14|5|15|33|21|76|59
28042,25|11|23|51|29|20|92|67|184|227
12894,13|9|45|24|50|43|63|42|7|77
24751,3|70|62|67|247|188|235|116|85|138
10159,0|18|80|236|7|37|113|123|34|1
4537,143|78|91|136|105|97|137|14|124|2
6430,13|72|128|87|54|4|5|122|10|25
20654,2|59|1|31|5|69|33|17|230|60
9576,15|2|1|55|0|5|18|20|16|12
28481,26|54|10|129|87|6|154|32|128|246
15427,1|0|4|7|10|54|32|26|98|154
5512,16|19|35|5|40|96|53|81|61|44
2579,51|96|126|147|98|88|115|112|24|8
2315,11|47|23|5|35|29|21|19|2|20
9584,5|13|33|111|78|92|17|2|105|43
20931,5|59|2|33|1|69|31|271|19|60
7041,3|2|70|67|62|116|17|89|188|138
625,25|20|67|89|127|135|62|70|163|214
11459,2|1|14|31|5|17|59|15|33|21
5581,6|87|128|13|82|2|26|75|294|15
13992,4|13|88|52|24|19|35|5|43|89
1057,2|5|1|13|33|59|31|65|52|69
14669,26|6|54|10|13|87|7|4|129|32
11591,20|25|122|89|0|32|199|41|99|54
9668,20|2|102|76|15|151|41|8|17|14
9578,20|25|41|34|15|135|102|175|67|206
13267,1|31|59|2|69|230|0|7|60|117
6834,14|2|1|8|112|21|15|100|96|61
26686,9|50|45|24|63|42|101|131|133|139
7657,2|1|5|33|21|14|17|0|15|59
19091,13|43|5|35|72|88|108|52|33|16
26396,2|19|5|33|47|1|14|106|17|59
9612,20|92|9|45|43|11|13|25|63|51
18237,5|2|41|19|33|20|122|87|76|68
1175,2|5|17|76|68|41|33|3|20|59
21615,49|8|102|36|38|48|51|44|79|190
18353,1|0|4|5|2|7|10|95|54|21
1182,2|1|19|14|21|61|47|106|17|3
27601,5|2|33|1|17|59|76|69|111|13
9472,4|71|7|22|98|0|117|31|277|77
12458,7|22|0|4|31|160|77|1|12|71
8330,35|88|19|47|104|5|13|167|219|11
7133,2|1|31|17|59|65|33|5|69|7
5127,2|14|8|15|1|38|48|36|79|6
543,14|2|21|1|8|19|35|61|112|5
9648,1|31|69|2|4|60|5|17|59|65
23486,46|33|118|59|164|5|55|94|2|18
1504,1|30|21|0|9|95|146|12|39|86
24428,1|30|56|0|7|9|50|31|93|60
2977,15|20|149|78|2|14|136|94|97|216
13282,20|5|13|52|41|76|4|89|33|25
13167,158|71|65|97|42|46|80|143|31|123
7259,0|12|40|18|66|16|100|61|126|115
2062,2|1|15|17|14|109|91|37|124|97
6917,1|52|59|31|5|69|4|11|226|33
21902,1|5|2|33|59|0|55|15|18|60
18530,4|7|1|22|10|26|6|0|13|77
15720,13|72|43|5|33|52|84|16|213|55
13906,25|20|28|0|18|12|66|73|222|62
8838,46|2|152|91|11|134|137|181|1|23
18218,9|21|2|1|17|14|51|11|30|150
9501,16|96|8|40|36|35|81|48|126|38
5220,15|37|113|109|34|124|6|26|54|128
16509,103|71|85|19|171|185|223|187|106|162
9974,3|89|231|165|67|4|127|22|85|70
21038,2|59|1|31|5|69|33|17|230|60
8346,9|45|50|24|51|282|140|131|133|101
12253,9|12|7|24|140|50|131|22|51|77
13249,0|39|12|22|98|1|86|147|51|221
8877,2|1|15|91|134|46|17|181|124|94
13132,1|52|4|5|13|59|31|2|65|33
2087,46|2|0|1|15|11|5|164|122|33
5347,85|11|19|23|29|185|162|187|219|47
5001,2|1|5|17|21|14|47|33|19|76
24976,13|26|6|4|57|77|7|24|10|98
28462,43|16|108|212|92|11|29|81|23|270
17547,9|63|35|45|24|50|21|104|56|186
26573,43|16|108|212|92|11|29|81|23|270
12577,26|6|10|98|54|32|154|4|129|27
4671,20|25|16|55|40|81|172|159|191|28
14151,3|69|44|59|19|84|117|71|65|52
18458,13|84|52|65|72|71|213|69|43|117
3709,18|0|12|15|16|66|94|40|55|21
6701,1|19|5|14|0|2|61|16|21|96
1093,5|35|21|16|14|61|1|44|40|47
10545,22|4|24|51|7|0|9|1|12|30
17808,8|14|36|48|35|38|19|61|21|96
18585,11|23|29|20|89|39|86|51|67|25
4823,2|3|47|17|19|49|151|44|14|21
27506,41|54|128|87|122|20|26|129|6|32
2278,57|80|13|71|46|16|37|15|123|34
7207,16|25|20|55|128|122|72|13|54|87
14929,13|43|72|52|84|57|65|255|5|4
572,0|12|39|66|86|51|30|141|18|146
10444,1|7|4|31|22|17|2|125|65|235
5527,1|7|4|2|0|31|17|77|65|59
16608,15|1|18|0|55|72|34|7|16|109
8947,14|4|8|96|98|106|2|71|19|49
13198,71|4|31|117|85|22|160|185|187|59
3865,49|8|44|38|48|36|160|79|64|229
1455,25|20|67|11|51|62|138|92|116|70
4339,5|2|13|63|33|20|15|42|17|157
10951,2|5|33|41|17|76|68|15|20|59
7282,2|1|5|14|33|17|21|19|31|13
16107,1|0|5|95|189|30|59|4|60|146
26306,149|136|9|78|97|45|37|15|137|143
17367,2|5|1|13|14|33|15|72|6|7
5513,17|20|5|76|52|2|68|62|67|70
16358,1|5|4|19|2|52|103|226|33|59
7828,2|1|19|5|14|17|33|21|47|59
4589,8|14|38|48|36|96|115|112|49|79
23425,2|14|1|21|15|61|19|91|47|8
4800,24|7|4|50|9|26|13|101|77|51
11,16|25|0|12|122|11|66|40|18|39
23669,45|9|63|42|20|131|50|139|201|290
4608,14|0|61|8|96|126|100|115|36|21
3769,5|69|60|21|53|33|1|31|52|35
1475,1|0|100|21|112|2|12|19|20|16
11134,41|68|20|76|17|2|269|5|135|3
19993,118|34|55|37|109|191|15|145|33|65
2531,34|37|46|114|9|175|7|224|12|51
24103,15|55|5|33|18|94|34|118|2|157
18743,1|0|30|5|95|60|21|56|238|93
14741,22|24|4|77|71|50|178|250|9|101
247,11|23|29|52|13|84|107|85|111|46
17546,24|9|50|45|42|140|22|77|178|133
22877,6|26|54|87|128|10|129|27|154|32
6829,18|0|16|55|40|12|28|72|73|66
6345,3|2|70|67|62|116|17|89|188|138
25155,42|24|63|182|50|133|43|8|177|45
667,5|1|2|33|17|59|95|76|21|60
1085,11|23|29|25|92|107|67|20|46|39
2008,31|1|18|59|2|0|69|12|53|16
15348,14|9|1|37|49|15|8|192|34|149
1559,22|1|7|9|101|0|98|39|30|4
21120,13|5|33|52|72|59|84|69|65|2
8207,20|3|67|62|25|70|89|116|135|163
15206,5|1|33|2|13|72|59|52|60|69
326,11|30|9|29|42|1|23|43|93|50
2283,1|5|7|13|4|21|0|43|95|72
6394,2|1|17|14|5|15|33|21|76|59
15636,11|23|29|85|19|52|185|187|3|226
13711,11|23|29|46|107|39|122|51|98|164
13218,1|2|0|15|7|37|14|109|124|137
2430,2|20|44|25|3|6|4|161|8|135
19390,4|7|22|0|1|24|10|98|77|50
3115,13|57|84|65|43|196|71|52|42|208
3768,89|288|9|30|199|165|3|239|20|45
2347,7|9|1|24|50|45|56|99|131|30
4848,6|26|87|54|128|10|154|246|27|129
1768,4|51|26|39|22|98|7|32|122|24
8164,19|2|21|5|1|47|14|61|106|17
16023,1|21|2|0|14|61|30|5|95|19
23646,20|45|9|102|206|25|63|186|163|201
23318,44|8|38|3|36|48|64|79|88|84
9404,2|44|3|17|8|14|49|64|15|151
22564,71|121|22|235|283|208|231|160|158|117
10973,46|164|11|23|114|181|29|134|148|70
9449,11|23|29|52|107|39|53|69|226|85
15790,1|2|0|7|30|21|17|31|4|5
10656,13|7|26|77|57|4|6|42|257|24
26545,16|92|215|5|35|111|41|212|270|292
2414,40|8|36|38|12|48|44|177|79|49
3087,69|31|42|65|120|71|158|53|52|60
4776,15|37|34|2|12|18|1|94|110|170
7997,67|25|3|62|127|70|116|44|163|188
2143,19|2|3|5|47|85|17|106|185|263
1178,11|25|23|29|20|67|92|52|51|127
23247,24|51|57|9|11|50|140|13|77|108
10975,1|2|14|113|7|9|6|101|15|98
2914,102|198|9|127|163|67|51|150|45|20
10748,5|59|55|16|33|69|25|20|60|2
19085,7|77|4|6|24|57|13|1|9|42
3341,20|32|26|7|4|1|89|54|25|6
6258,2|1|19|5|103|33|14|171|59|106
6577,71|46|31|134|117|37|148|121|160|181
7034,1|2|17|7|21|30|5|31|14|95
1730,12|0|9|30|18|131|73|66|28|1
22872,2|5|13|33|14|1|17|91|15|65
2819,67|70|62|3|116|138|188|25|46|114
16757,1|2|31|59|5|17|0|33|7|230
10844,40|16|60|69|55|81|31|20|28|25
3645,11|23|29|46|107|39|164|114|86|80
10663,9|12|49|15|8|1|34|14|37|30
5666,2|19|179|106|3|14|8|6|96|110
28253,24|9|50|7|4|26|45|101|140|237
2865,88|35|104|13|96|108|197|8|43|38
20382,3|67|70|62|116|138|188|89|127|165
1668,2|44|1|8|31|15|3|36|38|59
14673,26|6|24|7|4|32|98|10|101|9
7981,2|14|19|47|91|162|106|152|21|195
8291,11|92|25|20|23|29|51|67|107|41
4564,2|14|21|47|19|15|1|61|17|3
11744,46|181|134|148|80|123|164|170|37|94
3843,19|223|103|85|106|11|195|263|47|96
16855,1|7|5|13|4|42|60|31|56|43
14247,25|57|4|160|73|77|71|24|13|40
26778,8|6|96|48|38|36|10|26|79|126
22126,1|2|9|30|7|17|45|56|99|21
3196,57|42|13|108|43|44|16|8|25|81
23551,11|23|29|46|78|105|97|107|91|152
665,13|4|52|7|1|43|5|11|77|29
10268,0|1|12|18|30|7|28|66|31|73
22069,65|52|13|84|71|69|31|117|158|59
3609,5|33|60|1|17|55|2|16|111|76
11555,78|92|9|141|105|80|15|97|215|136
6158,1|42|63|2|45|9|64|133|50|31
16545,1|0|18|2|12|15|30|34|94|66
7706,1|2|0|7|30|21|31|12|59|14
2590,1|60|0|40|12|31|30|56|21|16
11397,1|6|26|10|4|54|32|7|154|87
152,19|5|2|14|13|1|35|61|4|21
11500,13|43|52|72|57|84|255|65|42|176
8339,35|8|36|48|38|63|104|44|40|79
12525,2|5|33|15|1|14|16|19|55|59
16672,39|0|11|86|23|12|29|147|146|221
8619,1|0|5|4|7|13|33|11|2|72
6220,1|2|0|7|14|15|21|91|5|137
20645,71|117|65|31|84|46|213|59|4|82
21084,1|31|59|2|69|230|60|117|0|17
10382,6|26|87|128|46|54|25|220|222|10
11215,25|26|10|51|4|98|122|54|12|66
20190,20|25|44|40|24|7|56|12|16|1
21847,16|40|8|81|36|48|38|55|44|79
2232,2|5|33|13|17|76|15|41|20|72
14815,6|7|26|24|9|4|1|50|77|45
22386,71|85|185|187|3|117|49|121|223|110
14428,20|25|135|214|163|89|127|67|172|206
11433,51|9|24|22|140|291|231|198|39|50
18165,13|103|5|87|19|72|52|33|171|88
12432,13|84|52|65|72|71|213|69|43|117
17988,6|8|44|82|25|87|241|38|88|36
14697,88|35|104|11|219|23|29|197|49|8
11489,1|35|21|14|63|40|56|5|16|61
5200,1|0|30|7|21|18|14|12|97|236
6827,2|3|70|62|17|67|116|161|138|188
164,4|7|6|1|25|26|0|24|12|98
8540,1|2|31|59|5|17|33|69|60|230
3026,2|17|1|3|5|76|68|89|59|21
14544,7|31|4|65|13|71|77|1|42|57
28210,20|25|163|135|206|127|67|102|172|62
16755,22|4|0|7|71|31|77|12|18|80
12051,87|6|2|128|15|26|54|109|113|124
11932,2|3|17|89|19|1|5|11|254|23
12422,2|1|15|14|91|78|137|5|97|136
16883,14|42|1|2|63|143|133|9|50|15
13647,2|1|5|17|33|21|14|19|59|76
6385,1|5|60|93|17|95|30|7|56|33
15062,6|26|54|32|10|2|27|20|154|14
9545,34|15|145|37|191|109|211|275|18|268
18000,6|26|32|1|7|54|24|4|10|2
5118,42|9|45|50|24|7|64|77|31|133
6649,5|2|1|33|17|76|95|21|59|111
24413,5|1|21|95|2|111|193|33|17|47
24358,9|101|24|50|105|45|133|113|42|51
16723,8|38|48|36|79|49|44|264|96|179
14881,80|123|113|105|11|23|168|110|78|184
8108,2|1|7|13|5|6|26|87|4|54
3899,0|16|1|5|40|55|18|81|60|12
14902,12|0|40|66|18|28|16|144|73|53
12,20|34|25|289|145|191|275|175|73|211
12683,0|12|40|30|16|53|60|61|66|21
2029,7|1|4|0|24|32|26|9|50|10
16020,14|19|21|61|1|2|96|126|106|47
16819,9|45|63|50|42|282|133|131|139|201
18313,5|33|15|2|17|13|20|55|76|16
6967,2|1|17|14|5|15|33|21|76|59
7731,1|2|17|14|5|7|21|0|15|31
3851,19|2|16|5|20|25|3|47|55|81
25426,5|2|33|59|17|1|69|76|13|72
7951,1|2|0|7|6|15|286|161|34|109
7786,44|8|2|36|15|14|48|38|16|5
13204,12|39|147|61|51|86|0|221|21|115
18979,22|1|4|24|7|31|9|50|77|30
594,2|3|17|76|62|70|59|1|161|5
14109,1|14|2|54|10|129|103|105|171|87
15014,11|29|23|107|92|108|203|43|88|13
14671,14|2|8|15|103|91|5|1|61|19
23803,52|4|13|11|29|84|23|202|250|77
5113,12|22|235|4|51|67|283|121|70|178
9557,24|42|14|101|50|8|9|49|63|133
5459,46|1|11|62|70|114|17|12|7|39
19254,1|2|5|17|59|21|33|95|76|19
3879,67|70|62|116|3|138|188|235|121|114
20179,9|50|24|45|7|63|131|99|101|42
18032,9|51|102|24|50|186|45|112|49|198
9405,4|10|13|84|72|87|6|54|26|25
15287,78|137|97|136|105|94|153|15|124|141
14531,1|2|0|7|30|21|17|31|4|5
4657,2|3|17|70|62|67|116|76|68|138
1130,1|21|5|0|30|4|7|11|95|2
8323,1|2|21|14|0|30|22|147|61|221
2993,9|1|30|51|39|141|86|0|21|174
8047,9|24|50|45|131|99|56|139|7|30
9051,71|121|22|235|283|208|231|160|158|117
25146,42|43|34|40|55|16|80|37|57|81
12448,67|25|51|39|62|70|11|23|138|86
18978,26|7|6|4|51|32|98|24|54|10
1695,1|0|4|7|31|72|13|5|59|60
2466,24|9|26|50|6|7|45|77|42|57
18155,9|24|45|51|50|102|198|150|64|63
4007,1|7|4|22|0|24|9|12|99|30
16038,8|38|48|36|44|49|79|24|177|264
9720,42|13|43|63|45|133|50|72|258|157
718,2|15|46|1|37|17|109|124|91|94
5570,1|5|21|2|17|59|0|31|69|30
24187,45|64|17|217|156|183|9|42|205|76
21318,6|26|10|75|87|54|154|90|4|246
8099,6|113|26|37|15|124|54|98|109|137
10500,1|5|20|30|95|60|0|93|238|76
2410,1|31|64|2|9|49|7|22|56|44
10710,2|20|44|17|3|76|5|8|135|36
7505,8|20|36|38|48|15|79|102|180|35
26323,40|16|18|12|81|28|55|66|73|159
17006,40|16|18|12|81|28|55|66|73|159
16,2|14|8|19|44|47|36|38|48|49
22077,160|71|22|207|204|0|31|12|121|18
745,0|12|22|1|30|66|39|146|7|98
5273,1|2|60|5|21|56|30|63|17|44
19124,98|4|22|24|51|147|26|101|174|39
7286,5|19|1|2|21|33|95|17|47|256
1434,8|14|15|9|40|24|36|48|38|100
19373,9|45|102|198|51|50|24|150|186|20
12225,6|87|13|128|2|26|72|294|54|33
10016,1|2|7|5|54|122|4|0|137|87
6016,26|6|25|88|51|122|154|10|4|246
5524,67|62|70|3|116|46|138|188|114|175
22801,52|13|84|65|43|69|5|72|4|33
17210,14|8|57|13|6|42|24|143|113|15
11102,0|12|66|18|39|126|141|115|61|86
13764,1|21|9|30|14|7|2|50|101|0
5199,1|31|17|5|30|2|7|60|59|0
11899,16|40|81|55|159|35|80|108|145|18
11379,26|6|54|87|32|10|128|27|154|129
15219,3|19|2|59|1|44|89|126|106|62
1619,0|80|16|18|40|12|123|78|55|21
6395,2|1|5|21|17|19|14|95|76|47
25758,53|16|40|119|18|81|55|12|69|159
6787,2|14|15|6|1|113|7|37|26|8
8112,16|55|18|81|40|5|15|0|12|159
10285,13|43|65|42|57|176|72|84|52|108
7988,2|1|15|14|17|91|137|5|21|78
6665,1|0|21|14|30|61|12|18|2|147
32,70|62|67|12|25|116|138|188|66|73
7869,25|20|26|24|6|40|16|10|8|36
1387,0|39|12|86|22|146|66|98|1|222
20246,8|38|36|48|19|49|79|14|96|179
339,11|46|23|44|29|35|15|162|3|8
1143,2|3|44|49|1|4|14|151|17|8
1757,134|46|80|181|97|123|94|124|137|39
25739,26|6|54|25|32|51|122|220|10|98
13151,1|0|4|5|13|72|7|10|52|103
24147,11|23|29|107|52|19|85|103|223|193
9194,2|1|4|6|7|26|87|13|10|98
5555,1|0|30|2|12|7|31|21|56|60
23734,97|94|78|37|124|15|2|46|192|143
19310,1|2|0|5|21|59|31|17|19|14
6878,13|2|6|72|5|15|33|84|87|65
3955,15|26|20|6|16|25|54|259|35|128
8512,46|11|20|25|15|2|23|17|78|114
10948,1|5|0|95|89|59|52|60|189|30
6269,2|1|17|14|5|15|33|21|76|59
12286,8|44|25|24|38|6|36|48|26|79
13970,7|24|4|1|50|13|77|42|9|101
27107,43|40|16|13|42|72|81|55|28|25
19123,117|84|65|71|31|59|69|52|244|213
2715,13|42|5|43|63|35|1|24|50|60
121,2|15|25|1|0|20|12|3|62|18
654,20|5|15|41|33|76|2|25|68|269
255,16|13|35|88|8|96|26|6|36|10
2878,2|62|3|70|64|15|117|67|116|34
25800,52|4|142|24|77|22|202|13|43|178
14605,9|24|50|42|63|45|13|43|202|77
1270,42|63|24|45|13|43|64|133|57|50
6884,1|0|2|15|16|40|14|21|18|5
1939,78|14|105|21|11|97|2|1|136|143
17711,37|34|80|192|94|97|78|15|225|168
22911,2|1|97|124|137|37|143|78|136|91
6313,2|5|1|17|33|76|63|15|157|45
6167,2|15|149|136|78|14|17|97|150|205
20821,13|72|54|5|128|87|16|10|129|43
21743,37|113|34|168|80|15|78|124|123|192
3012,5|1|21|33|2|61|16|14|69|60
8296,0|32|54|10|122|129|1|189|4|154
2388,6|2|44|7|4|8|161|15|1|160
1091,5|2|91|1|13|105|14|33|11|171
15273,1|2|0|7|30|21|17|31|4|5
6975,2|71|117|1|65|31|59|4|17|158
16359,0|1|30|12|56|40|60|238|93|28
1981,2|14|15|49|110|8|3|136|37|46
4207,8|102|38|36|48|44|9|49|24|79
